created_at,entry_id,field1,field2,latitude,longitude,elevation,status
2021-11-22T13:56:43+00:00,1,51.2,,,,,
2021-11-22T13:57:43+00:00,2,51.2,,,,,
2021-11-22T13:58:43+00:00,3,51.2,,,,,
2021-11-22T13:59:43+00:00,4,51.2,,,,,
2021-11-22T14:00:43+00:00,5,51.2,,,,,
2021-11-22T14:01:43+00:00,6,51.2,,,,,
2021-11-22T14:02:43+00:00,7,51.2,,,,,
2021-11-22T14:03:43+00:00,8,51.4,,,,,
2021-11-22T14:04:43+00:00,9,51.4,,,,,
2021-11-22T14:05:43+00:00,10,51.4,,,,,
2021-11-22T14:06:43+00:00,11,51.4,,,,,
2021-11-22T14:07:43+00:00,12,51.4,,,,,
2021-11-22T14:08:43+00:00,13,51.4,,,,,
2021-11-22T14:09:43+00:00,14,51.4,,,,,
2021-11-22T14:10:43+00:00,15,51.4,,,,,
2021-11-22T14:11:43+00:00,16,51.4,,,,,
2021-11-22T14:12:43+00:00,17,51.2,,,,,
2021-11-22T14:13:43+00:00,18,51.2,,,,,
2021-11-22T14:14:43+00:00,19,51.2,,,,,
2021-11-22T14:15:43+00:00,20,51.2,,,,,
2021-11-22T14:16:43+00:00,21,51.2,,,,,
2021-11-22T14:17:43+00:00,22,51.2,,,,,
2021-11-22T14:18:43+00:00,23,51.2,,,,,
2021-11-22T14:19:43+00:00,24,51,,,,,
2021-11-22T14:20:43+00:00,25,51,,,,,
2021-11-22T14:21:43+00:00,26,51,,,,,
2021-11-22T14:22:43+00:00,27,51,,,,,
2021-11-22T14:23:43+00:00,28,51,,,,,
2021-11-22T14:24:43+00:00,29,51,,,,,
2021-11-22T14:25:43+00:00,30,51,,,,,
2021-11-22T14:26:43+00:00,31,51,,,,,
2021-11-22T14:27:43+00:00,32,51,,,,,
2021-11-22T14:28:43+00:00,33,51.2,,,,,
2021-11-22T14:29:43+00:00,34,51.2,,,,,
2021-11-22T14:30:43+00:00,35,51.2,,,,,
2021-11-22T14:31:43+00:00,36,51.2,,,,,
2021-11-22T14:32:43+00:00,37,51.2,,,,,
2021-11-22T14:33:43+00:00,38,51.2,,,,,
2021-11-22T14:34:43+00:00,39,51.2,,,,,
2021-11-22T14:35:43+00:00,40,51.2,,,,,
2021-11-22T14:36:43+00:00,41,51.2,,,,,
2021-11-22T14:37:43+00:00,42,51.2,,,,,
2021-11-22T14:38:43+00:00,43,51.2,,,,,
2021-11-22T14:39:43+00:00,44,51.2,,,,,
2021-11-22T14:40:43+00:00,45,51.2,,,,,
2021-11-22T14:41:43+00:00,46,51.2,,,,,
2021-11-22T14:42:43+00:00,47,51.2,,,,,
2021-11-22T14:43:43+00:00,48,51.4,,,,,
2021-11-22T14:44:43+00:00,49,51.4,,,,,
2021-11-22T14:45:43+00:00,50,51.4,,,,,
2021-11-22T14:46:43+00:00,51,51.5,,,,,
2021-11-22T14:47:43+00:00,52,51.5,,,,,
2021-11-22T14:48:43+00:00,53,51.5,,,,,
2021-11-22T14:49:43+00:00,54,51.5,,,,,
2021-11-22T14:50:43+00:00,55,51.5,,,,,
2021-11-22T14:51:43+00:00,56,51.5,,,,,
2021-11-22T14:52:43+00:00,57,51.5,,,,,
2021-11-22T14:53:43+00:00,58,51.4,,,,,
2021-11-22T14:54:43+00:00,59,51.4,,,,,
2021-11-22T14:55:43+00:00,60,51.4,,,,,
2021-11-22T14:56:43+00:00,61,51.4,,,,,
2021-11-22T14:57:43+00:00,62,51.4,,,,,
2021-11-22T15:03:49+00:00,63,88.98333333333333,,,,,
2021-11-22T15:04:31+00:00,64,88.98333333333333,,,,,
2021-11-22T15:05:14+00:00,65,88.9672131147541,,,,,
2021-11-22T15:07:09+00:00,66,88.98333333333333,,,,,
2021-11-22T15:12:04+00:00,67,88.8,,,,,
2021-11-22T16:12:03+00:00,68,85.91666666666667,,,,,
2021-11-22T17:12:06+00:00,69,80.21666666666667,,,,,
2021-11-22T18:12:02+00:00,70,72.26666666666667,,,,,
2021-11-22T19:12:05+00:00,71,68.45,,,,,
2021-11-22T20:12:03+00:00,72,67.2,,,,,
2021-11-22T21:12:05+00:00,73,69.51666666666667,,,,,
2021-11-22T22:12:04+00:00,74,66.25,,,,,
2021-11-22T23:12:04+00:00,75,62.01666666666667,,,,,
2021-11-23T00:12:06+00:00,76,58.16666666666666,,,,,
2021-11-23T01:12:02+00:00,77,57.1,,,,,
2021-11-23T02:12:05+00:00,78,54.56666666666667,,,,,
2021-11-23T03:12:06+00:00,79,57.73333333333333,,,,,
2021-11-23T04:12:03+00:00,80,55.93333333333333,,,,,
2021-11-23T05:12:07+00:00,81,57.95,,,,,
2021-11-23T06:12:07+00:00,82,62.36666666666667,,,,,
2021-11-23T07:12:05+00:00,83,65.96666666666667,,,,,
2021-11-23T08:12:07+00:00,84,67.43333333333334,,,,,
2021-11-23T09:12:04+00:00,85,67.81666666666666,,,,,
2021-11-23T10:12:06+00:00,86,69.28333333333333,,,,,
2021-11-23T11:12:04+00:00,87,67.93333333333334,,,,,
2021-11-23T12:12:08+00:00,88,68.13333333333334,,,,,
2021-11-23T13:12:04+00:00,89,65.45,,,,,
2021-11-23T14:12:10+00:00,90,55.03333333333333,,,,,
2021-11-23T15:11:43+00:00,91,46.43333333333333,,,,,
2021-11-23T16:11:45+00:00,92,43.83333333333334,,,,,
2021-11-23T17:11:42+00:00,93,40.05,,,,,
2021-11-23T18:11:42+00:00,94,35.7,,,,,
2021-11-23T19:11:45+00:00,95,33.86666666666667,,,,,
2021-11-23T20:11:43+00:00,96,33.71666666666667,,,,,
2021-11-23T21:11:42+00:00,97,39.03333333333333,,,,,
2021-11-23T22:11:42+00:00,98,43.48333333333333,,,,,
2021-11-23T23:11:43+00:00,99,46.06666666666667,,,,,
2021-11-24T00:11:42+00:00,100,49.36666666666667,,,,,
2021-11-24T01:11:43+00:00,101,51.66666666666666,,,,,
2021-11-24T02:11:48+00:00,102,53.25,,,,,
2021-11-24T03:11:44+00:00,103,55.11666666666667,,,,,
2021-11-24T04:11:43+00:00,104,57.28333333333333,,,,,
2021-11-24T05:11:43+00:00,105,57.57627118644068,,,,,
2021-11-24T06:11:45+00:00,106,58.93333333333333,,,,,
2021-11-24T07:11:44+00:00,107,59.21666666666667,,,,,
2021-11-24T08:11:50+00:00,108,59.73333333333333,,,,,
2021-11-24T09:11:45+00:00,109,61.25,,,,,
2021-11-24T10:11:44+00:00,110,64.13333333333334,,,,,
2021-11-24T11:11:55+00:00,111,66.15254237288136,,,,,
2021-11-24T12:11:42+00:00,112,67.86666666666666,,,,,
2021-11-24T13:11:43+00:00,113,66.48333333333333,,,,,
2021-11-24T14:11:42+00:00,114,56.25,,,,,
2021-11-24T15:11:46+00:00,115,44.6,,,,,
2021-11-24T16:11:42+00:00,116,39.31666666666667,,,,,
2021-11-24T17:11:46+00:00,117,35.26666666666667,,,,,
2021-11-24T18:11:44+00:00,118,30.63333333333333,,,,,
2021-11-24T19:11:45+00:00,119,26.06666666666667,,,,,
2021-11-24T20:11:44+00:00,120,24.23333333333333,,,,,
2021-11-24T21:11:52+00:00,121,28.13333333333333,,,,,
2021-11-24T22:11:44+00:00,122,30.71666666666667,,,,,
2021-11-24T23:11:42+00:00,123,27.7,,,,,
2021-11-25T00:11:46+00:00,124,28.36666666666667,,,,,
2021-11-25T01:11:45+00:00,125,32.06666666666667,,,,,
2021-11-25T02:11:42+00:00,126,37.11666666666667,,,,,
2021-11-25T03:11:43+00:00,127,42.55,,,,,
2021-11-25T04:11:44+00:00,128,46.31666666666667,,,,,
2021-11-25T05:11:43+00:00,129,49.95,,,,,
2021-11-25T06:11:42+00:00,130,53.36666666666667,,,,,
2021-11-25T07:11:43+00:00,131,55.65,,,,,
2021-11-25T08:11:45+00:00,132,56.66666666666666,,,,,
2021-11-25T09:11:43+00:00,133,59.35593220338983,,,,,
2021-11-25T10:11:45+00:00,134,62.3,,,,,
2021-11-25T11:11:47+00:00,135,65.86666666666666,,,,,
2021-11-25T12:11:50+00:00,136,68.25,,,,,
2021-11-25T13:11:47+00:00,137,65.68333333333334,,,,,
2021-11-25T14:11:42+00:00,138,55.86666666666667,,,,,
2021-11-25T15:11:50+00:00,139,44.36666666666667,,,,,
2021-11-25T16:11:49+00:00,140,44.31666666666667,,,,,
2021-11-25T17:11:45+00:00,141,43.7,,,,,
2021-11-25T18:11:42+00:00,142,39.21666666666667,,,,,
2021-11-25T19:11:45+00:00,143,35.78333333333333,,,,,
2021-11-25T20:11:42+00:00,144,39.1,,,,,
2021-11-25T21:11:47+00:00,145,42.73333333333333,,,,,
2021-11-25T22:11:43+00:00,146,46.38333333333333,,,,,
2021-11-25T23:11:46+00:00,147,48.93333333333333,,,,,
2021-11-26T00:11:50+00:00,148,54.08333333333334,,,,,
2021-11-26T01:11:43+00:00,149,53.91666666666666,,,,,
2021-11-26T02:11:42+00:00,150,56.71666666666667,,,,,
2021-11-26T03:11:45+00:00,151,55.78333333333333,,,,,
2021-11-26T04:11:42+00:00,152,61.16666666666666,,,,,
2021-11-26T05:11:43+00:00,153,61.83333333333334,,,,,
2021-11-26T06:11:42+00:00,154,64.36666666666666,,,,,
2021-11-26T07:11:43+00:00,155,63.2,,,,,
2021-11-26T08:11:48+00:00,156,64.88333333333334,,,,,
2021-11-26T09:11:42+00:00,157,70.03333333333333,,,,,
2021-11-26T10:11:43+00:00,158,75.58333333333333,,,,,
2021-11-26T11:11:49+00:00,159,79.93333333333334,,,,,
